concept_path,concept_cd
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-10) Tuberculous pleurisy in ~/,ICD9:010.10
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-11) Tuberculous pleurisy in ~/,ICD9:010.11
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-12) Tuberculous pleurisy in ~/,ICD9:010.12
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-13) Tuberculous pleurisy in ~/,ICD9:010.13
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-14) Tuberculous pleurisy in ~/,ICD9:010.14
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-15) Tuberculous pleurisy in ~/,ICD9:010.15
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-1) Tuberculous pleurisy in p~/(010-16) Tuberculous pleurisy in ~/,ICD9:010.16
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/,ICD9:010.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-80) Other primary progressiv~/,ICD9:010.80
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-81) Other primary progressiv~/,ICD9:010.81
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-82) Other primary progressiv~/,ICD9:010.82
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-83) Other primary progressiv~/,ICD9:010.83
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-84) Other primary progressiv~/,ICD9:010.84
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-85) Other primary progressiv~/,ICD9:010.85
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-8) Other primary progressive~/(010-86) Other primary progressiv~/,ICD9:010.86
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-90) Primary tuberculous infe~/,ICD9:010.90
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-91) Primary tuberculous infe~/,ICD9:010.91
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(093) Cardiovascular syphilis/,ICD9:093
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-92) Primary tuberculous infe~/,ICD9:010.92
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-93) Primary tuberculous infe~/,ICD9:010.93
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-94) Primary tuberculous infe~/,ICD9:010.94
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-95) Primary tuberculous infe~/,ICD9:010.95
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(010) Primary tuberculous infecti~/(010-9) Primary tuberculous infec~/(010-96) Primary tuberculous infe~/,ICD9:010.96
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-00) Tuberculosis of lung, in~/,ICD9:011.00
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-01) Tuberculosis of lung, in~/,ICD9:011.01
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-02) Tuberculosis of lung, in~/,ICD9:011.02
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-03) Tuberculosis of lung, in~/,ICD9:011.03
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-04) Tuberculosis of lung, in~/,ICD9:011.04
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-05) Tuberculosis of lung, in~/,ICD9:011.05
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-0) Tuberculosis of lung, inf~/(011-06) Tuberculosis of lung, in~/,ICD9:011.06
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/,ICD9:011.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-10) Tuberculosis of lung, no~/,ICD9:011.10
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-11) Tuberculosis of lung, no~/,ICD9:011.11
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-12) Tuberculosis of lung, no~/,ICD9:011.12
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-13) Tuberculosis of lung, no~/,ICD9:011.13
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-14) Tuberculosis of lung, no~/,ICD9:011.14
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-15) Tuberculosis of lung, no~/,ICD9:011.15
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-1) Tuberculosis of lung, nod~/(011-16) Tuberculosis of lung, no~/,ICD9:011.16
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-20) Tuberculosis of lung wit~/,ICD9:011.20
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-21) Tuberculosis of lung wit~/,ICD9:011.21
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-22) Tuberculosis of lung wit~/,ICD9:011.22
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-23) Tuberculosis of lung wit~/,ICD9:011.23
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-24) Tuberculosis of lung wit~/,ICD9:011.24
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-25) Tuberculosis of lung wit~/,ICD9:011.25
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-2) Tuberculosis of lung with~/(011-26) Tuberculosis of lung wit~/,ICD9:011.26
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-30) Tuberculosis of bronchus~/,ICD9:011.30
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-31) Tuberculosis of bronchus~/,ICD9:011.31
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-32) Tuberculosis of bronchus~/,ICD9:011.32
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-33) Tuberculosis of bronchus~/,ICD9:011.33
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-34) Tuberculosis of bronchus~/,ICD9:011.34
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-35) Tuberculosis of bronchus~/,ICD9:011.35
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-3) Tuberculosis of bronchus/(011-36) Tuberculosis of bronchus~/,ICD9:011.36
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-40) Tuberculous fibrosis of ~/,ICD9:011.40
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-41) Tuberculous fibrosis of ~/,ICD9:011.41
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-42) Tuberculous fibrosis of ~/,ICD9:011.42
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-43) Tuberculous fibrosis of ~/,ICD9:011.43
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-44) Tuberculous fibrosis of ~/,ICD9:011.44
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-45) Tuberculous fibrosis of ~/,ICD9:011.45
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-4) Tuberculous fibrosis of l~/(011-46) Tuberculous fibrosis of ~/,ICD9:011.46
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/,ICD9:011.5
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-50) Tuberculous bronchiectas~/,ICD9:011.50
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-51) Tuberculous bronchiectas~/,ICD9:011.51
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-52) Tuberculous bronchiectas~/,ICD9:011.52
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-53) Tuberculous bronchiectas~/,ICD9:011.53
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-54) Tuberculous bronchiectas~/,ICD9:011.54
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-55) Tuberculous bronchiectas~/,ICD9:011.55
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-5) Tuberculous bronchiectasis/(011-56) Tuberculous bronchiectas~/,ICD9:011.56
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-60) Tuberculous pneumonia (a~/,ICD9:011.60
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-61) Tuberculous pneumonia (a~/,ICD9:011.61
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-62) Tuberculous pneumonia (a~/,ICD9:011.62
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-63) Tuberculous pneumonia (a~/,ICD9:011.63
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-64) Tuberculous pneumonia (a~/,ICD9:011.64
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-65) Tuberculous pneumonia (a~/,ICD9:011.65
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-6) Tuberculous pneumonia (an~/(011-66) Tuberculous pneumonia (a~/,ICD9:011.66
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/,ICD9:011.7
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-70) Tuberculous pneumothorax~/,ICD9:011.70
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-71) Tuberculous pneumothorax~/,ICD9:011.71
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-72) Tuberculous pneumothorax~/,ICD9:011.72
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-73) Tuberculous pneumothorax~/,ICD9:011.73
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-74) Tuberculous pneumothorax~/,ICD9:011.74
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-75) Tuberculous pneumothorax~/,ICD9:011.75
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-7) Tuberculous pneumothorax/(011-76) Tuberculous pneumothorax~/,ICD9:011.76
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/,ICD9:011.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-80) Other specified pulmonar~/,ICD9:011.80
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-81) Other specified pulmonar~/,ICD9:011.81
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-82) Other specified pulmonar~/,ICD9:011.82
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-83) Other specified pulmonar~/,ICD9:011.83
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-84) Other specified pulmonar~/,ICD9:011.84
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-85) Other specified pulmonar~/,ICD9:011.85
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(011) Pulmonary tuberculosis/(011-8) Other specified pulmonary~/(011-86) Other specified pulmonar~/,ICD9:011.86
